Description,Ticker,Field ID,Field Mnemonic,Data State,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb,23-Mar,23-Apr,23-May,23-Jun,23-Jul,23-Aug,23-Sep,23-Oct,23-Nov
        iShares U.S. Medical Devices E,IHI US Equity,0.0,0.0,Expression,-54.50959,-59.7429,-200.50872,-122.41624,-109.205205,-73.611085,35.360645,-58.687975,-118.893055,21.077855,-84.87245,-132.263282,-107.21191,0.0
        First Trust Health Care AlphaD,FXH US Equity,0.0,0.0,Expression,-9.973215,26.370557,5.618818,38.547953,-11.5485,-10.365,-5.505,-26.4295,15.9595,-16.066,-57.083259,-34.530431,-42.421114,0.0
        First Trust NYSE Arca Biotechn,FBT US Equity,0.0,0.0,Expression,-6.936698,0.493559,30.786148,-8.048,0.0,-7.4165,-7.685,0.0,-31.319,-22.827,-45.864271,-29.952752,-41.436167,0.0
        Invesco Dynamic Pharmaceutical,PJP US Equity,0.0,0.0,Expression,-11.888843,7.680097,-0.788068,0.0,-1.550844,-10.48855,-5.392358,0.024714,-6.807129,-3.748638,-4.710421,-5.23448,-8.473984,0.0
        iShares US Pharmaceuticals ETF,IHE US Equity,0.0,0.0,Expression,8.885515,-8.993375,0.0,-18.62765,9.548795,-8.74448,0.0,0.0,-8.8803,-9.038265,0.0,-8.992038,229.89286,0.0
        Fidelity MSCI Health Care Inde,FHLC US Equity,0.0,0.0,Expression,29.96779,37.307715,12.88782,6.3141,-21.941325,-12.118285,-9.377835,-24.60449,0.151655,-0.42871,-0.585975,0.02669,-38.472195,0.0
        VanEck Biotech ETF,BBH US Equity,0.0,0.0,Expression,14.492168,3.768943,5.388262,12.795562,0.0,-15.664488,8.100679,-3.969056,-4.116313,-3.924497,-16.034504,-7.733827,0.0,0.0
        Invesco S&P 500 Equal Weight H,RYH US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.76641,-8.182852,13.025059,-5.53887,-28.116994,0.0
        iShares U.S. Healthcare Provid,IHF US Equity,0.0,0.0,Expression,-13.62488,27.688035,-120.871805,-39.53026,-26.551315,-135.633335,-76.368875,-36.727055,-63.39904,-50.489205,-25.6577,-37.36716,-12.272078,0.0
        SPDR S&P Pharmaceuticals ETF,XPH US Equity,0.0,0.0,Expression,-2.04377,-4.608346,-0.139796,-8.432418,19.714021,-27.197022,48.456216,-3.925938,-10.300108,-6.213985,6.532348,-19.364503,-7.728392,0.0
        ProShares Ultra Nasdaq Biotech,BIB US Equity,0.0,0.0,Expression,0.0,3.04276,-5.770235,6.21197,0.0,-0.02725,-2.774395,0.0,-5.26176,1.336465,-2.580872,-1.290645,-2.24939,0.0
        VanEck Pharmaceutical ETF,PPH US Equity,0.0,0.0,Expression,-0.428047,-6.36537,-7.187621,-78.10528,-97.536189,-37.740197,19.724747,4.724381,-11.84068,-31.049044,56.803619,12.168352,-26.43357,0.0
        Direxion Daily S&P Biotech Bul,LABU US Equity,0.0,0.0,Expression,30.255553,-102.643878,148.43477,-308.544415,71.758741,263.153647,-73.163383,-78.660901,-43.099856,57.240916,204.426029,69.900607,56.437923,0.0
        Invesco Dynamic Biotechnology,PBE US Equity,0.0,0.0,Expression,3.59894,1.263758,-0.620332,3.201279,1.264193,0.002141,0.0,-3.101294,0.623763,-0.63556,-0.609071,-0.605628,-1.150668,0.0
        Invesco S&P SmallCap Health Ca,PSCH US Equity,0.0,0.0,Expression,-0.158405,-1.339012,4.199605,-5.474282,0.044201,-16.690973,-4.018473,-1.335928,-5.33004,-5.317902,-4.651352,-12.165111,-5.541965,0.0
        Direxion Daily Healthcare Bull,CURE US Equity,0.0,0.0,Expression,-5.08895,5.427399,-5.895887,0.0,0.0,13.478,-10.277156,4.306151,4.627611,0.0,-0.156473,-4.638744,4.007706,0.0
        SPDR S&P Health Care Equipment,XHE US Equity,0.0,0.0,Expression,6.754165,-10.928235,-11.298361,50.551834,69.038171,-38.467327,38.886128,19.039292,31.330139,36.047004,-100.387867,-35.637174,-37.775312,0.0
        SPDR S&P Health Care Services,XHS US Equity,0.0,0.0,Expression,11.232677,-1.714075,-17.573836,-3.356095,-0.013485,-3.505332,-0.890667,0.125808,-5.424009,1.875344,3.688979,-5.159841,-8.319612,0.0
        ALPS Medical Breakthroughs ETF,SBIO US Equity,0.0,0.0,Expression,-0.757897,13.389824,-0.742992,-2.251631,-0.788221,-0.070982,0.0,0.814744,-2.435937,-1.59904,-1.518972,-0.739502,-3.066489,0.0
        Direxion Daily S&P Biotech Bea,LABD US Equity,0.0,0.0,Expression,13.717063,-67.665787,2.227108,66.881349,-65.627341,-64.783021,27.340289,27.356662,-2.605386,-20.250102,-23.955303,-24.508841,-20.179432,0.0
        ProShares Ultra Health Care,RXL US Equity,0.0,0.0,Expression,-9.733645,9.10803,-6.983153,0.0,13.32426,-16.339253,0.0,0.0,-3.928816,1.853964,1.781178,-1.71789,-2.383847,0.0
        Invesco DWA Healthcare Momentu,PTH US Equity,0.0,0.0,Expression,-3.650383,-5.948832,-9.781962,-1.200273,-12.845209,-5.609783,-12.698383,-2.245614,-6.075397,-2.402535,-9.747719,-3.138344,-3.76048,0.0
        SPDR S&P International Health,IRY US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        ProShares UltraShort Nasdaq Bi,BIS US Equity,0.0,0.0,Expression,-1.15365,0.0,1.032632,-1.883675,-0.502405,1.603295,-0.961103,0.0,0.0,0.0,-0.522173,0.0,-0.040605,0.0
        Virtus LifeSci Biotech Product,BBP US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.65045,0.0,0.0,0.0
        Proshares UltraPro NASDAQ Biot,UBIO US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        John Hancock Multi-Factor Heal,JHMH US Equity,0.0,0.0,Expression,-13.69833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Virtus LifeSci Biotech Clinica,BBC US Equity,0.0,0.0,Expression,0.0,0.0,0.0,-2.581994,-1.331006,-1.098873,0.0,0.0,0.0,0.0,-1.120508,0.0,0.0,0.0
        The Long-Term Care ETF,OLD US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        ProShares UltraPro Short NASDA,ZBIO US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Principal Healthcare Innovator,BTEC US Equity,0.0,0.0,Expression,-1.743366,0.0,0.0,-1.688611,0.0,-1.620312,-1.762485,0.0,0.0,1.783852,0.0,-1.537166,-1.461612,0.0
        WisdomTree Japan Hedged Health,DXJH US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        VanEck Vectors Generic Drugs E,GNRX US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Direxion Shares Etf Trust-Dire,LABS US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        iShares Edge MSCI Multifactor,HCRF US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        First Trust Nasdaq Pharmaceuti,FTXH US Equity,0.0,0.0,Expression,2.4528,-1.325688,0.024101,0.0,0.0,-7.689231,0.0,-1.336,-5.267,-3.958,0.0,-1.318334,0.0,0.0
        Elkhorn S&P MidCap Health Care,XH US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        First Trust S-Network Healthca,IMED US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        ProShares UltraShort Health Ca,RXD US Equity,0.0,0.0,Expression,-4.607617,-1.852565,0.0,0.297478,-0.333568,1.367258,-0.954,0.0,-0.440431,-0.381514,0.0,0.130966,0.572584,0.0
        Direxion Daily Healthcare Bear,SICK US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        iShares Evolved US Healthcare,IEHS US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        iShares Evolved US Innovative,IEIH US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Kraneshares MSCI All China Hea,KURE US Equity,0.0,0.0,Expression,-3.589,-2.019,4.298,-8.227,0.0,0.0,-3.2505,-5.943,0.0,0.0,-4.3365,-1.801,-2.697,0.0
        Direxion Daily Pharmaceutical,PILL US Equity,0.0,0.0,Expression,-0.03147,0.0,0.0,-0.480667,0.0,0.0,0.0,0.735709,0.411574,0.405936,0.458936,0.642732,1.180769,0.0
        Loncar China Biopharma ETF,CHNA US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,-0.45668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        KraneShares Emerging Markets H,KMED US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Global X MSCI China Health Car,CHIH US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,-1.0077,0.0,0.0,1.2861,-0.1396,0.0,0.0,0.0
        ROBO Global R Healthcare Techn,HTEC US Equity,0.0,0.0,Expression,-2.847738,0.0,0.740906,2.95237,0.0,-5.762921,-5.323534,0.0,-4.55446,0.0,0.0,-12.37373,-0.584511,0.0
        Invesco Nasdaq Biotechnology E,IBBQ US Equity,0.0,0.0,Expression,-0.958147,-1.039629,0.0,0.0,0.0,0.156498,0.0,0.427288,-2.857178,0.0,0.0,0.0,0.0,0.0
        Global X Health Care Covered C,HYLG US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.2481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Harbor Health Care ETF,MEDI US Equity,0.0,0.0,Expression,0.0,0.0,0.0,1.007764,0.0,0.0,0.531105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Horizon Kinetics Medical ETF,MEDX US Equity,0.0,0.0,Expression,0.0,0.0,0.0,-0.043673,0.0,0.0,0.758138,0.0,-0.782433,0.0,0.0,0.0,0.0,0.0
        AXS 2X PFE Bull Daily ETF,PFEL US Equity,0.0,0.0,Expression,0.0,0.145889,0.0,0.147245,0.0,0.0,0.0,-0.25005,0.087345,0.0,0.0,0.0,0.0,0.0
        AXS 2X PFE Bear Daily ETF,PFES US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.180037,0.0,0.0,0.0,-0.89268,-0.283806,0.0,0.0,0.0,0.0,0.0
        Putnam BioRevolution ETF,SYNB US Equity,0.0,0.0,Expression,1.278054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    Industrial,0,0.0,0.0,Sum,210.541566,386.401753,447.394518,323.088659,823.387032,-97.712961,-233.918885,-718.584066,1099.796456,1524.474262,-408.954937,-282.636337,-142.322961,0.0
        Industrial Select Sector SPDR,XLI US Equity,0.0,0.0,Expression,217.728374,59.238181,71.541644,96.20332,284.540241,-391.985397,-429.622482,-449.716535,1069.501181,870.670309,-446.940665,-34.011869,-140.884147,0.0
        Vanguard Industrials ETF,VIS US Equity,0.0,0.0,Expression,-44.18125,96.753,-9.44775,-14.1475,47.94925,36.2215,-46.47625,4.615994,74.90975,256.623,10.02425,-24.896,-393.187058,0.0
        iShares US Aerospace & Defense,ITA US Equity,0.0,0.0,Expression,58.956815,207.922525,233.01752,453.083285,383.32705,174.439075,138.810265,-133.31274,-126.51728,-103.991625,-75.453545,-226.273235,160.970658,0.0
        First Trust Industrials/Produc,FXR US Equity,0.0,0.0,Expression,-33.72623,7.026143,-15.218371,0.295,40.415,-9.052,-35.153,-10.7735,-23.7945,25.2115,24.223459,-14.944805,-60.524498,0.0
        iShares U.S. Industrials ETF,IYJ US Equity,0.0,0.0,Expression,-21.86929,-4.91934,202.80198,-79.771665,-10.19151,-19.771475,-10.024975,-9.89006,-107.398995,96.978125,-15.820155,-52.221816,-9.782469,0.0
        iShares US Transportation ETF,IYT US Equity,0.0,0.0,Expression,-7.370665,-98.236865,20.78253,23.34018,-2.352385,2.028855,66.653745,-67.84382,116.60445,182.240245,-36.941605,-165.855141,-22.361555,0.0
        SPDR S&P Aerospace & Defense E,XAR US Equity,0.0,0.0,Expression,5.638933,7.696168,8.197622,14.349643,38.925956,12.33504,5.980323,-11.308882,-5.625478,12.230084,12.25585,5.794343,118.191008,0.0
        Invesco Aerospace & Defense ET,PPA US Equity,0.0,0.0,Expression,76.560814,80.392861,-45.895287,28.318602,63.933396,39.520052,29.058953,-33.919838,6.17371,38.951022,19.237396,27.679191,179.803184,0.0
        Fidelity MSCI Industrials Inde,FIDU US Equity,0.0,0.0,Expression,-1.92855,15.32713,0.07704,7.72409,-13.65397,-10.89659,-7.842035,-5.254515,2.883595,23.06755,31.889875,8.368305,2.26942,0.0
        iShares Global Industrials ETF,EXI US Equity,0.0,0.0,Expression,-23.477715,32.86998,10.886725,11.21751,-11.12826,-5.43294,109.198435,-39.77794,-57.17896,12.204335,35.723565,130.951609,-27.361408,0.0
        First Trust RBA American Indus,AIRR US Equity,0.0,0.0,Expression,9.156623,16.024831,2.316127,4.208268,19.695766,50.64188,-9.201381,0.18217,62.883865,48.973169,27.195142,34.316359,21.60821,0.0
        Invesco S&P 500 Equal Weight I,RGI US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.118937,38.569316,14.543868,20.91673,0.132183,0.0
        SPDR S&P Transportation ETF,XTN US Equity,0.0,0.0,Expression,-13.409202,-9.427588,-5.983658,-201.24944,-2.915756,15.232912,-21.34815,-8.615717,2.829714,6.377338,-8.050863,-14.063572,-8.674396,0.0
        Invesco DWA Industrials Moment,PRN US Equity,0.0,0.0,Expression,-4.243188,-1.786821,-6.137982,19.684616,0.0,0.0,-1.815368,0.970967,0.689115,1.060074,4.314754,0.052825,-2.955515,0.0
        US Global Sea to Sky Cargo ETF,SEA US Equity,0.0,0.0,Expression,0.0,0.0,0.41962,-0.711855,-0.733875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72338,0.0
        Invesco S&P SmallCap Industria,PSCI US Equity,0.0,0.0,Expression,1.752567,-0.97441,-0.89877,0.0,-0.952515,4.942754,-3.697577,39.249178,4.057277,3.098818,2.091755,7.127478,-1.909911,0.0
        SPDR S&P International Industr,IPN US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        John Hancock Multifactor Indus,JHMI US Equity,0.0,0.0,Expression,-1.767803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        ProShares Ultra Industrials,UXI US Equity,0.0,0.0,Expression,1.107275,1.31847,0.0,-0.237964,0.768819,0.0,0.0,-0.217466,-0.731608,0.518389,2.141501,-3.209288,-2.180503,0.0
        VanEck Environmental Services,EVX US Equity,0.0,0.0,Expression,0.0,-1.392858,-0.003907,-2.848856,0.0,-0.085119,-2.838162,0.0,-0.063203,9.678917,3.06961,-1.500272,0.0,0.0
        First Trust Alerian US NextGen,FLM US Equity,0.0,0.0,Expression,-2.150019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Wedbush ETFMG Global Cloud Tec,IVES US Equity,0.0,0.0,Expression,0.0,0.0,0.0,-2.92085,0.0,0.0,0.0,-1.583885,0.0,0.0,3.53704,-1.843355,-3.53185,0.0
        Global X MSCI China Industrial,CHII US Equity,0.0,0.0,Expression,0.0,0.0,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3414,0.0,0.0,0.0
        ProShares UltraShort Industria,SIJ US Equity,0.0,0.0,Expression,0.0,-1.243757,1.172867,-0.732082,0.0,-0.373787,0.36671,0.766862,0.050596,0.26731,-0.799722,-0.135595,0.021574,0.0
        Nifty India Financials ETF,INDF US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.698,0.0,0.0,0.0,0.0,0.0
        Direxion Daily Aerospace & Def,DFEN US Equity,0.0,0.0,Expression,-1.221092,-13.345176,-3.975787,-12.050926,-6.44307,-0.943558,-9.578295,3.440071,-13.229519,-5.387895,-6.266998,16.888964,18.026655,0.0
        Direxion Daily Industrials Bul,DUSL US Equity,0.0,0.0,Expression,0.0,2.939351,-1.621257,0.077183,0.0,-1.583483,0.0,0.0,1.576135,1.937491,-3.825499,0.211053,1.636745,0.0
        Direxion Daily Transportation,TPOR US Equity,0.0,0.0,Expression,1.091062,0.392308,0.0,-1.263912,0.0,0.0,-0.054923,0.0,1.428529,-3.587903,-1.653676,-1.361206,1.216679,0.0
        First Trust Nasdaq Transportat,FTXR US Equity,0.0,0.0,Expression,-5.975863,-1.258889,-9.173344,-6.858147,-2.755632,-5.275586,0.0,-2.628,-1.448,12.3,-2.981663,-11.480997,-4.211138,0.0
        Elkhorn S&P MidCap Industrials,XI US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Direxion Daily Transportation,TPOR US Equity,0.0,0.0,Expression,1.091062,0.392308,0.0,-1.263912,0.0,0.0,-0.054923,0.0,1.428529,-3.587903,-1.653676,-1.361206,1.216679,0.0
        Direxion Daily Industrials Bul,DUSL US Equity,0.0,0.0,Expression,0.0,2.939351,-1.621257,0.077183,0.0,-1.583483,0.0,0.0,1.576135,1.937491,-3.825499,0.211053,1.636745,0.0
        Direxion Daily Aerospace & Def,DFEN US Equity,0.0,0.0,Expression,-1.221092,-13.345176,-3.975787,-12.050926,-6.44307,-0.943558,-9.578295,3.440071,-13.229519,-5.387895,-6.266998,16.888964,18.026655,0.0
        VictoryShares Protect America,SHLD US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7815,0.0
        Gabelli Commercial Aerospace a,GCAD US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.627814,0.256597,0.258447,0.0,0.248519,0.0,0.0,0.0,0.0,0.0,0.0
        First Trust Indxx Aerospace &,MISL US Equity,0.0,0.0,Expression,0.0,1.100026,0.0,-0.01,1.145,14.5935,3.2985,3.345,0.0,3.523,11.618962,1.115146,7.980212,0.0
        Pacer Industrials and Logistic,SHPP US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    Materials,0,0.0,0.0,Sum,435.910227,141.443046,-5.53478,1450.195323,-240.977909,-29.359472,-308.153915,-980.955704,-1191.25501,842.468217,-632.690966,-803.073119,184.096473,0.0
        VanEck Gold Miners ETF/USA,GDX US Equity,0.0,0.0,Expression,503.693132,192.97896,-15.411706,323.542775,-256.631132,314.78822,-544.125555,-71.975564,-370.203344,71.338015,192.031271,-239.33351,-86.883027,0.0
        VanEck Junior Gold Miners ETF,GDXJ US Equity,0.0,0.0,Expression,1.910594,68.812047,9.938701,17.606607,-55.199216,137.110845,23.191124,-51.190724,-2.294299,30.933508,105.346876,6.121591,44.795759,0.0
        Materials Select Sector SPDR F,XLB US Equity,0.0,0.0,Expression,80.103648,-208.478169,-3.141182,560.502418,-187.545724,-416.088601,484.592402,-221.190885,167.563009,622.957553,-830.966421,-506.822563,455.172644,0.0
        Vanguard Materials ETF,VAW US Equity,0.0,0.0,Expression,-46.64475,53.672462,-30.75775,-25.739112,15.285423,-7.423654,-53.488,-77.556067,-25.870081,230.267,-8.267724,-44.546,-322.55825,0.0
        Direxion Daily Gold Miners Ind,NUGT US Equity,0.0,0.0,Expression,-23.326351,-45.567937,6.905363,-63.596236,39.073419,-17.992437,-51.459503,37.901251,4.240431,0.152739,41.429004,36.657557,10.096603,0.0
        iShares U.S. Basic Materials E,IYM US Equity,0.0,0.0,Expression,-34.179105,-156.249145,-6.62226,20.321,13.68578,40.365505,92.35601,-120.688335,90.97749,-99.36406,-79.415485,-6.556855,-30.961312,0.0
        Direxion Daily Junior Gold Min,JNUG US Equity,0.0,0.0,Expression,-6.508122,-31.742996,-4.917549,-26.870306,55.930446,-39.304813,-26.795533,15.471839,23.342841,-11.989463,83.084795,21.841591,-9.573787,0.0
        SPDR S&P Metals & Mining ETF,XME US Equity,0.0,0.0,Expression,110.581174,143.910082,-63.431777,310.108019,59.634747,-216.24478,-119.66403,-208.378547,8.449797,61.840314,-142.931247,-55.646881,18.73637,0.0
        Global X Silver Miners ETF,SIL US Equity,0.0,0.0,Expression,-2.6779,16.3466,-12.6712,-7.7625,-20.186,-4.7234,32.8773,3.02,-15.0946,-2.586,-7.221,27.4664,5.184,0.0
        iShares MSCI Global Gold Miner,RING US Equity,0.0,0.0,Expression,-23.42107,-3.12831,-5.61643,45.68171,6.224,-56.31069,5.48541,0.30744,-4.542905,-7.540335,0.0,4.261838,4.552767,0.0
        Direxion Daily Gold Miners Ind,DUST US Equity,0.0,0.0,Expression,-2.058383,25.545093,18.540173,53.74294,-64.315673,37.475531,39.03609,-22.082329,2.992602,12.639515,-60.037047,-25.425919,72.891989,0.0
        First Trust Materials AlphaDEX,FXZ US Equity,0.0,0.0,Expression,-55.276766,15.17268,-2.84701,34.3375,203.464,-3.9865,-23.0255,-131.176,-912.9965,-39.2745,-26.302684,-9.189128,-27.409547,0.0
        iShares MSCI Global Metals & M,PICK US Equity,0.0,0.0,Expression,0.0,0.0,-2.45547,107.456635,13.89792,82.4053,-69.82947,-103.55227,146.36716,27.668305,-67.93357,-81.903927,-57.624012,0.0
        iShares Global Materials ETF,MXI US Equity,0.0,0.0,Expression,-14.169635,-4.162945,12.01972,17.320195,12.570615,8.194633,-12.615245,-8.140675,-20.17239,-21.22691,-4.09456,-15.870684,0.0,0.0
        Fidelity MSCI Materials Index,FMAT US Equity,0.0,0.0,Expression,-11.855365,-8.72667,4.765235,0.0,-2.34544,27.03517,9.021145,-32.75964,2.29407,4.60807,4.665675,2.27748,-8.70802,0.0
        Sprott Gold Miners ETF,SGDM US Equity,0.0,0.0,Expression,0.0,2.39881,10.792626,-4.933047,-3.14774,15.138855,-4.953653,3.08718,-2.564209,1.338632,-7.039121,0.0,-3.579418,0.0
        Invesco S&P 500 Equal Weight M,RTM US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.225132,-6.361167,-13.111864,-1.589149,-4.573594,0.0
        VanEck Steel ETF,SLX US Equity,0.0,0.0,Expression,1.245818,6.507725,-0.558964,12.062133,15.226408,-4.247634,-6.306417,-11.495449,3.110496,3.492356,1.654226,-0.117981,-1.526802,0.0
        Sprott Junior Gold Miners ETF,SGDJ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.590014,-6.802463,0.0,1.086659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Direxion Daily Junior Gold Min,JDST US Equity,0.0,0.0,Expression,13.495045,23.680966,11.054891,22.431764,-56.07431,32.605203,22.644888,-9.922874,10.203202,-12.114405,-11.320727,-38.818494,47.474137,0.0
        Invesco DWA Basic Materials Mo,PYZ US Equity,0.0,0.0,Expression,-2.951018,6.715115,32.598739,0.861733,9.109446,-4.620547,0.0,-5.607111,-1.546783,-1.725763,0.0,-1.615707,-31.422386,0.0
        iShares MSCI Global Silver and,SLVP US Equity,0.0,0.0,Expression,2.727,0.0,0.06349,0.0,-1.91186,-2.86194,-3.51582,-4.49864,1.88566,0.0,0.0,0.93083,0.0,0.0
        ETFMG Prime Junior Silver Mine,SILJ US Equity,0.0,0.0,Expression,4.71027,-1.62123,4.088205,-6.32038,-12.62851,-0.95439,10.726035,14.97397,4.28871,0.0,0.46065,4.22415,7.510505,0.0
        Invesco S&P SmallCap Materials,PSCM US Equity,0.0,0.0,Expression,-1.741541,-1.315955,0.0,0.0,-0.716533,5.481517,-3.284003,-0.619429,0.670219,-0.698146,-1.332167,0.0,-1.190583,0.0
        ProShares Ultra Materials,UYM US Equity,0.0,0.0,Expression,0.0,-1.0813,2.660793,-0.528477,0.0,-2.513718,1.776952,-2.05258,-1.079438,1.881885,0.08697,-2.686593,-1.998345,0.0
        VanEck Rare Earth/Strategic Me,REMX US Equity,0.0,0.0,Expression,-33.909998,14.210892,13.398933,-12.242761,-49.646356,19.934545,-4.003951,-38.103796,-0.016784,0.099634,0.701315,7.124396,-26.807746,0.0
        Global X Gold Explorers ETF,GOEX US Equity,0.0,0.0,Expression,0.0,0.0,0.2485,0.2748,0.0,1.7458,0.0,0.0,0.0,0.0,-0.7272,0.0,-0.6504,0.0
        Invesco Global Gold and Precio,PSAU US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Global X Copper Miners ETF,COPX US Equity,0.0,0.0,Expression,-18.917,17.0171,41.5352,60.2116,-19.2766,3.8675,-151.4452,75.3816,-315.3911,-20.7901,111.5144,2.7604,-46.6946,0.0
        John Hancock Multifactor Mater,JHMA US Equity,0.0,0.0,Expression,-2.025104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Global X Fertilizers/Potash ET,SOIL US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Proshares Trust-Proshares Ultr,GDXX US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        SPDR S&P International Materia,IRV US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        ProShares UltraShort Materials,SMN US Equity,0.0,0.0,Expression,-2.04063,-0.96935,0.523255,-0.540215,0.0,-0.238625,-0.008425,-0.266773,0.244003,-0.226843,0.0,-0.228072,0.281697,0.0
        Proshares Ultra Junior Miners,GDJJ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        MicroSectors Gold 3X Leveraged,SHNY US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.000235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Global X MSCI China Materials,CHIM US Equity,0.0,0.0,Expression,0.0,0.0,0.3596,0.5988,-1.1733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        iShares Edge MSCI Multifactor,MATF US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Melt Pharmaceuticals Inc,MELT US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
