,Rank 1950-2022,Supplier,Year,Value
5526,47.0,Indonesia,1990,0.0
5527,48.0,Moldova,1990,0.0
5528,49.0,Syria,1990,0.0
5529,50.0,Ireland,1990,0.0
5530,51.0,Hungary,1990,0.0
5531,52.0,Serbia,1990,0.0
5532,53.0,Pakistan,1990,82.0
5533,54.0,Taiwan,1990,6.0
5534,55.0,Kazakhstan,1990,0.0
5535,56.0,Iraq,1990,0.0
5536,57.0,Greece,1990,0.0
5537,58.0,Kyrgyzstan,1990,0.0
5538,59.0,Georgia,1990,0.0
5539,60.0,Montenegro,1990,0.0
5540,61.0,New Zealand,1990,0.0
5541,62.0,Chile,1990,0.0
5542,63.0,Saudi Arabia,1990,0.0
5543,64.0,Kuwait,1990,0.0
5544,65.0,Argentina,1990,6.0
5545,66.0,Ethiopia,1990,0.0
5546,67.0,Thailand,1990,0.0
5547,68.0,Nicaragua,1990,2.0
5548,69.0,Lithuania,1990,0.0
5549,70.0,Venezuela,1990,0.0
5550,71.0,Qatar,1990,0.0
5551,72.0,Peru,1990,0.0
5552,73.0,Malaysia,1990,0.0
5553,74.0,South Yemen,1990,0.0
5554,75.0,Lebanon,1990,0.0
5555,76.0,Slovenia,1990,0.0
5556,77.0,Cuba,1990,0.0
5557,78.0,Viet Nam,1990,0.0
5558,79.0,Brunei,1990,0.0
5559,80.0,Morocco,1990,0.0
5560,81.0,Cyprus,1990,0.0
5561,82.0,North Macedonia,1990,0.0
5562,83.0,Colombia,1990,0.0
5563,84.0,Bosnia-Herzegovina,1990,0.0
5564,85.0,Ghana,1990,0.0
5565,86.0,DR Congo,1990,0.0
5566,87.0,Chad,1990,0.0
5567,88.0,Oman,1990,0.0
5568,89.0,Latvia,1990,0.0
5569,90.0,Aruba,1990,0.0
5570,91.0,Sudan,1990,0.0
5571,92.0,Malta,1990,0.0
5572,93.0,Estonia,1990,0.0
5573,94.0,Algeria,1990,0.0
5574,95.0,Kenya,1990,0.0
5575,96.0,Nigeria,1990,3.0
5576,97.0,Fiji,1990,0.0
5577,98.0,Croatia,1990,0.0
5578,99.0,Ecuador,1990,0.0
5579,100.0,Sri Lanka,1990,0.0
5580,101.0,Uruguay,1990,0.0
5581,102.0,Iceland,1990,0.0
5582,103.0,Zimbabwe,1990,0.0
5583,104.0,Mexico,1990,0.0
5584,105.0,Philippines,1990,0.0
5585,106.0,Angola,1990,0.0
5586,107.0,Armenia,1990,0.0
5587,108.0,Uganda,1990,0.0
5588,109.0,South Vietnam,1990,0.0
5589,110.0,Dominican Republic,1990,0.0
5590,111.0,North Yemen,1990,0.0
5591,112.0,Senegal,1990,0.0
5592,113.0,Costa Rica,1990,0.0
5593,114.0,Panama,1990,0.0
5594,115.0,Cote d'Ivoire,1990,0.0
5595,116.0,Eritrea,1990,0.0
5596,117.0,Guyana,1990,0.0
5597,118.0,Bahrain,1990,0.0
5598,119.0,Cambodia,1990,0.0
5599,120.0,Bangladesh,1990,0.0
5600,121.0,Zambia,1990,2.0
5601,122.0,Mozambique,1990,0.0
5602,123.0,FMLN (El Salvador)*,1990,0.0
5603,124.0,Gabon,1990,0.0
5604,125.0,Malawi,1990,0.0
5605,126.0,Libya HoR*,1990,0.0
5606,127.0,Guatemala,1990,0.0
5607,128.0,Mujahedin (Afghanistan)*,1990,0.0
5608,129.0,Seychelles,1990,0.0
5609,130.0,Luxembourg,1990,0.0
5610,131.0,European Union**,1990,0.0
5611,132.0,Niger,1990,0.0
5612,133.0,Albania,1990,0.0
5613,134.0,Bahamas,1990,0.0
5614,135.0,United Nations**,1990,0.0
5615,,Others,1990,0.0
5616,,Total,1990,30424.0
5617,1.0,United States,1991,12489.0
5618,2.0,Soviet Union,1991,5649.0
5619,3.0,Russia,1991,0.0
5620,4.0,United Kingdom,1991,1515.0
5621,5.0,France,1991,1191.0
5622,6.0,Germany,1991,2446.0
5623,7.0,China,1991,1313.0
5624,8.0,Italy,1991,354.0
5625,9.0,Czechoslovakia,1991,422.0
5626,10.0,Netherlands,1991,455.0
5627,11.0,Israel,1991,141.0
5628,12.0,Switzerland,1991,497.0
5629,13.0,Spain,1991,105.0
5630,14.0,Sweden,1991,156.0
5631,15.0,Canada,1991,93.0
5632,16.0,Ukraine,1991,0.0
5633,17.0,Poland,1991,55.0
5634,18.0,South Korea,1991,118.0
5635,19.0,Norway,1991,170.0
5636,20.0,Brazil,1991,127.0
5637,21.0,Australia,1991,90.0
5638,22.0,Belarus,1991,0.0
5639,23.0,Turkiye,1991,0.0
5640,24.0,South Africa,1991,54.0
5641,25.0,North Korea,1991,113.0
5642,26.0,Belgium,1991,1.0
5643,27.0,Czechia,1991,0.0
5644,28.0,Finland,1991,18.0
5645,29.0,Japan,1991,54.0
5646,30.0,Austria,1991,20.0
5647,31.0,Denmark,1991,8.0
5648,32.0,Yugoslavia,1991,480.0
5649,33.0,Libya,1991,0.0
5650,34.0,UAE,1991,0.0
5651,35.0,Jordan,1991,0.0
5652,36.0,Romania,1991,5.0
5653,37.0,Uzbekistan,1991,0.0
5654,38.0,Singapore,1991,3.0
5655,39.0,Egypt,1991,0.0
5656,40.0,unknown supplier(s),1991,9.0
5657,41.0,Bulgaria,1991,42.0
5658,42.0,Iran,1991,1.0
5659,43.0,Slovakia,1991,0.0
5660,44.0,East Germany (GDR),1991,0.0
5661,45.0,India,1991,0.0
5662,46.0,Portugal,1991,0.0
5663,47.0,Indonesia,1991,0.0
5664,48.0,Moldova,1991,0.0
5665,49.0,Syria,1991,0.0
5666,50.0,Ireland,1991,0.0
5667,51.0,Hungary,1991,0.0
5668,52.0,Serbia,1991,0.0
5669,53.0,Pakistan,1991,3.0
5670,54.0,Taiwan,1991,0.0
5671,55.0,Kazakhstan,1991,0.0
5672,56.0,Iraq,1991,0.0
5673,57.0,Greece,1991,0.0
5674,58.0,Kyrgyzstan,1991,0.0
5675,59.0,Georgia,1991,0.0
5676,60.0,Montenegro,1991,0.0
5677,61.0,New Zealand,1991,34.0
5678,62.0,Chile,1991,3.0
5679,63.0,Saudi Arabia,1991,0.0
5680,64.0,Kuwait,1991,0.0
5681,65.0,Argentina,1991,0.0
5682,66.0,Ethiopia,1991,0.0
5683,67.0,Thailand,1991,0.0
5684,68.0,Nicaragua,1991,0.0
5685,69.0,Lithuania,1991,0.0
5686,70.0,Venezuela,1991,0.0
5687,71.0,Qatar,1991,0.0
5688,72.0,Peru,1991,0.0
5689,73.0,Malaysia,1991,0.0
5690,74.0,South Yemen,1991,0.0
5691,75.0,Lebanon,1991,1.0
5692,76.0,Slovenia,1991,0.0
5693,77.0,Cuba,1991,0.0
5694,78.0,Viet Nam,1991,0.0
5695,79.0,Brunei,1991,0.0
5696,80.0,Morocco,1991,0.0
5697,81.0,Cyprus,1991,0.0
5698,82.0,North Macedonia,1991,0.0
5699,83.0,Colombia,1991,0.0
5700,84.0,Bosnia-Herzegovina,1991,0.0
5701,85.0,Ghana,1991,0.0
5702,86.0,DR Congo,1991,0.0
5703,87.0,Chad,1991,0.0
5704,88.0,Oman,1991,0.0
5705,89.0,Latvia,1991,0.0
5706,90.0,Aruba,1991,0.0
5707,91.0,Sudan,1991,0.0
5708,92.0,Malta,1991,0.0
5709,93.0,Estonia,1991,0.0
5710,94.0,Algeria,1991,0.0
5711,95.0,Kenya,1991,2.0
5712,96.0,Nigeria,1991,0.0
5713,97.0,Fiji,1991,0.0
5714,98.0,Croatia,1991,0.0
5715,99.0,Ecuador,1991,0.0
5716,100.0,Sri Lanka,1991,0.0
5717,101.0,Uruguay,1991,0.0
5718,102.0,Iceland,1991,0.0
5719,103.0,Zimbabwe,1991,0.0
5720,104.0,Mexico,1991,0.0
5721,105.0,Philippines,1991,0.0
5722,106.0,Angola,1991,0.0
5723,107.0,Armenia,1991,0.0
5724,108.0,Uganda,1991,0.0
5725,109.0,South Vietnam,1991,0.0
5726,110.0,Dominican Republic,1991,0.0
5727,111.0,North Yemen,1991,0.0
5728,112.0,Senegal,1991,0.0
5729,113.0,Costa Rica,1991,0.0
5730,114.0,Panama,1991,0.0
5731,115.0,Cote d'Ivoire,1991,0.0
5732,116.0,Eritrea,1991,0.0
5733,117.0,Guyana,1991,0.0
5734,118.0,Bahrain,1991,0.0
5735,119.0,Cambodia,1991,0.0
5736,120.0,Bangladesh,1991,0.0
5737,121.0,Zambia,1991,0.0
5738,122.0,Mozambique,1991,0.0
5739,123.0,FMLN (El Salvador)*,1991,1.0
5740,124.0,Gabon,1991,0.0
5741,125.0,Malawi,1991,0.0
5742,126.0,Libya HoR*,1991,0.0
5743,127.0,Guatemala,1991,0.0
5744,128.0,Mujahedin (Afghanistan)*,1991,0.0
5745,129.0,Seychelles,1991,0.0
5746,130.0,Luxembourg,1991,0.0
5747,131.0,European Union**,1991,0.0
5748,132.0,Niger,1991,0.0
5749,133.0,Albania,1991,0.0
5750,134.0,Bahamas,1991,0.0
5751,135.0,United Nations**,1991,0.0
5752,,Others,1991,0.0
5753,,Total,1991,28235.0
5754,1.0,United States,1992,14090.0
5755,2.0,Soviet Union,1992,0.0
5756,3.0,Russia,1992,2596.0
5757,4.0,United Kingdom,1992,1098.0
5758,5.0,France,1992,1206.0
5759,6.0,Germany,1992,1526.0
5760,7.0,China,1992,675.0
5761,8.0,Italy,1992,249.0
5762,9.0,Czechoslovakia,1992,217.0
5763,10.0,Netherlands,1992,366.0
5764,11.0,Israel,1992,300.0
5765,12.0,Switzerland,1992,452.0
5766,13.0,Spain,1992,71.0
5767,14.0,Sweden,1992,149.0
5768,15.0,Canada,1992,139.0
5769,16.0,Ukraine,1992,165.0
5770,17.0,Poland,1992,56.0
5771,18.0,South Korea,1992,0.0
5772,19.0,Norway,1992,82.0
5773,20.0,Brazil,1992,98.0
5774,21.0,Australia,1992,0.0
5775,22.0,Belarus,1992,0.0
5776,23.0,Turkiye,1992,0.0
5777,24.0,South Africa,1992,75.0
5778,25.0,North Korea,1992,131.0
5779,26.0,Belgium,1992,0.0
5780,27.0,Czechia,1992,0.0
5781,28.0,Finland,1992,9.0
5782,29.0,Japan,1992,101.0
5783,30.0,Austria,1992,20.0
5784,31.0,Denmark,1992,0.0
5785,32.0,Yugoslavia,1992,0.0
5786,33.0,Libya,1992,0.0
5787,34.0,UAE,1992,0.0
5788,35.0,Jordan,1992,0.0
5789,36.0,Romania,1992,14.0
5790,37.0,Uzbekistan,1992,0.0
5791,38.0,Singapore,1992,3.0
5792,39.0,Egypt,1992,15.0
5793,40.0,unknown supplier(s),1992,3.0
5794,41.0,Bulgaria,1992,16.0
5795,42.0,Iran,1992,1.0
5796,43.0,Slovakia,1992,0.0
5797,44.0,East Germany (GDR),1992,0.0
5798,45.0,India,1992,3.0
5799,46.0,Portugal,1992,0.0
5800,47.0,Indonesia,1992,0.0
5801,48.0,Moldova,1992,11.0
5802,49.0,Syria,1992,40.0
5803,50.0,Ireland,1992,0.0
5804,51.0,Hungary,1992,0.0
5805,52.0,Serbia,1992,0.0
5806,53.0,Pakistan,1992,0.0
5807,54.0,Taiwan,1992,0.0
5808,55.0,Kazakhstan,1992,0.0
5809,56.0,Iraq,1992,0.0
5810,57.0,Greece,1992,15.0
5811,58.0,Kyrgyzstan,1992,0.0
5812,59.0,Georgia,1992,0.0
5813,60.0,Montenegro,1992,0.0
5814,61.0,New Zealand,1992,4.0
5815,62.0,Chile,1992,8.0
5816,63.0,Saudi Arabia,1992,0.0
5817,64.0,Kuwait,1992,0.0
5818,65.0,Argentina,1992,0.0
5819,66.0,Ethiopia,1992,0.0
5820,67.0,Thailand,1992,0.0
5821,68.0,Nicaragua,1992,72.0
5822,69.0,Lithuania,1992,0.0
5823,70.0,Venezuela,1992,0.0
5824,71.0,Qatar,1992,0.0
5825,72.0,Peru,1992,0.0
5826,73.0,Malaysia,1992,0.0
5827,74.0,South Yemen,1992,0.0
5828,75.0,Lebanon,1992,0.0
5829,76.0,Slovenia,1992,0.0
5830,77.0,Cuba,1992,0.0
5831,78.0,Viet Nam,1992,0.0
5832,79.0,Brunei,1992,0.0
5833,80.0,Morocco,1992,0.0
5834,81.0,Cyprus,1992,0.0
5835,82.0,North Macedonia,1992,0.0
5836,83.0,Colombia,1992,0.0
5837,84.0,Bosnia-Herzegovina,1992,0.0
5838,85.0,Ghana,1992,0.0
5839,86.0,DR Congo,1992,0.0
5840,87.0,Chad,1992,0.0
5841,88.0,Oman,1992,0.0
5842,89.0,Latvia,1992,0.0
5843,90.0,Aruba,1992,0.0
5844,91.0,Sudan,1992,0.0
5845,92.0,Malta,1992,0.0
5846,93.0,Estonia,1992,0.0
5847,94.0,Algeria,1992,0.0
5848,95.0,Kenya,1992,0.0
5849,96.0,Nigeria,1992,0.0
5850,97.0,Fiji,1992,0.0
5851,98.0,Croatia,1992,0.0
5852,99.0,Ecuador,1992,0.0
5853,100.0,Sri Lanka,1992,0.0
5854,101.0,Uruguay,1992,0.0
5855,102.0,Iceland,1992,0.0
5856,103.0,Zimbabwe,1992,0.0
5857,104.0,Mexico,1992,0.0
5858,105.0,Philippines,1992,0.0
5859,106.0,Angola,1992,0.0
5860,107.0,Armenia,1992,0.0
5861,108.0,Uganda,1992,0.0
5862,109.0,South Vietnam,1992,0.0
5863,110.0,Dominican Republic,1992,0.0
5864,111.0,North Yemen,1992,0.0
5865,112.0,Senegal,1992,0.0
5866,113.0,Costa Rica,1992,0.0
5867,114.0,Panama,1992,0.0
5868,115.0,Cote d'Ivoire,1992,0.0
5869,116.0,Eritrea,1992,0.0
5870,117.0,Guyana,1992,0.0
5871,118.0,Bahrain,1992,0.0
5872,119.0,Cambodia,1992,0.0
5873,120.0,Bangladesh,1992,0.0
5874,121.0,Zambia,1992,0.0
5875,122.0,Mozambique,1992,0.0
5876,123.0,FMLN (El Salvador)*,1992,0.0
5877,124.0,Gabon,1992,0.0
5878,125.0,Malawi,1992,0.0
5879,126.0,Libya HoR*,1992,0.0
5880,127.0,Guatemala,1992,0.0
5881,128.0,Mujahedin (Afghanistan)*,1992,1.0
5882,129.0,Seychelles,1992,0.0
5883,130.0,Luxembourg,1992,0.0
5884,131.0,European Union**,1992,0.0
5885,132.0,Niger,1992,0.0
5886,133.0,Albania,1992,0.0
5887,134.0,Bahamas,1992,0.0
5888,135.0,United Nations**,1992,0.0
5889,,Others,1992,0.0
5890,,Total,1992,24073.0
5891,1.0,United States,1993,13770.0
5892,2.0,Soviet Union,1993,0.0
5893,3.0,Russia,1993,3431.0
5894,4.0,United Kingdom,1993,1389.0
5895,5.0,France,1993,961.0
5896,6.0,Germany,1993,1559.0
5897,7.0,China,1993,1415.0
5898,8.0,Italy,1993,341.0
5899,9.0,Czechoslovakia,1993,0.0
5900,10.0,Netherlands,1993,458.0
5901,11.0,Israel,1993,346.0
5902,12.0,Switzerland,1993,235.0
5903,13.0,Spain,1993,104.0
5904,14.0,Sweden,1993,103.0
5905,15.0,Canada,1993,144.0
5906,16.0,Ukraine,1993,82.0
5907,17.0,Poland,1993,0.0
5908,18.0,South Korea,1993,60.0
5909,19.0,Norway,1993,51.0
5910,20.0,Brazil,1993,40.0
5911,21.0,Australia,1993,30.0
5912,22.0,Belarus,1993,8.0
5913,23.0,Turkiye,1993,0.0
5914,24.0,South Africa,1993,54.0
5915,25.0,North Korea,1993,137.0
5916,26.0,Belgium,1993,0.0
5917,27.0,Czechia,1993,199.0
5918,28.0,Finland,1993,12.0
5919,29.0,Japan,1993,122.0
5920,30.0,Austria,1993,10.0
5921,31.0,Denmark,1993,183.0
5922,32.0,Yugoslavia,1993,0.0
5923,33.0,Libya,1993,0.0
5924,34.0,UAE,1993,0.0
5925,35.0,Jordan,1993,0.0
5926,36.0,Romania,1993,16.0
5927,37.0,Uzbekistan,1993,0.0
5928,38.0,Singapore,1993,11.0
5929,39.0,Egypt,1993,28.0
5930,40.0,unknown supplier(s),1993,38.0
5931,41.0,Bulgaria,1993,28.0
5932,42.0,Iran,1993,1.0
5933,43.0,Slovakia,1993,178.0
5934,44.0,East Germany (GDR),1993,0.0
5935,45.0,India,1993,9.0
5936,46.0,Portugal,1993,1.0
5937,47.0,Indonesia,1993,18.0
5938,48.0,Moldova,1993,0.0
5939,49.0,Syria,1993,40.0
5940,50.0,Ireland,1993,0.0
5941,51.0,Hungary,1993,21.0
5942,52.0,Serbia,1993,0.0
5943,53.0,Pakistan,1993,0.0
5944,54.0,Taiwan,1993,0.0
5945,55.0,Kazakhstan,1993,0.0
5946,56.0,Iraq,1993,0.0
5947,57.0,Greece,1993,10.0
5948,58.0,Kyrgyzstan,1993,0.0
5949,59.0,Georgia,1993,0.0
5950,60.0,Montenegro,1993,0.0
5951,61.0,New Zealand,1993,0.0
5952,62.0,Chile,1993,0.0
5953,63.0,Saudi Arabia,1993,12.0
5954,64.0,Kuwait,1993,0.0
5955,65.0,Argentina,1993,13.0
5956,66.0,Ethiopia,1993,0.0
5957,67.0,Thailand,1993,0.0
5958,68.0,Nicaragua,1993,17.0
5959,69.0,Lithuania,1993,0.0
5960,70.0,Venezuela,1993,0.0
5961,71.0,Qatar,1993,40.0
5962,72.0,Peru,1993,0.0
5963,73.0,Malaysia,1993,0.0
5964,74.0,South Yemen,1993,0.0
5965,75.0,Lebanon,1993,0.0
5966,76.0,Slovenia,1993,0.0
5967,77.0,Cuba,1993,0.0
5968,78.0,Viet Nam,1993,0.0
5969,79.0,Brunei,1993,0.0
5970,80.0,Morocco,1993,0.0
5971,81.0,Cyprus,1993,0.0
5972,82.0,North Macedonia,1993,0.0
5973,83.0,Colombia,1993,0.0
5974,84.0,Bosnia-Herzegovina,1993,0.0
5975,85.0,Ghana,1993,0.0
5976,86.0,DR Congo,1993,0.0
5977,87.0,Chad,1993,0.0
5978,88.0,Oman,1993,0.0
5979,89.0,Latvia,1993,0.0
5980,90.0,Aruba,1993,0.0
5981,91.0,Sudan,1993,0.0
5982,92.0,Malta,1993,0.0
5983,93.0,Estonia,1993,0.0
5984,94.0,Algeria,1993,0.0
5985,95.0,Kenya,1993,2.0
5986,96.0,Nigeria,1993,0.0
5987,97.0,Fiji,1993,0.0
5988,98.0,Croatia,1993,0.0
5989,99.0,Ecuador,1993,0.0
5990,100.0,Sri Lanka,1993,0.0
5991,101.0,Uruguay,1993,0.0
5992,102.0,Iceland,1993,5.0
5993,103.0,Zimbabwe,1993,0.0
5994,104.0,Mexico,1993,0.0
5995,105.0,Philippines,1993,0.0
5996,106.0,Angola,1993,0.0
5997,107.0,Armenia,1993,0.0
5998,108.0,Uganda,1993,0.0
5999,109.0,South Vietnam,1993,0.0
6000,110.0,Dominican Republic,1993,0.0
6001,111.0,North Yemen,1993,0.0
6002,112.0,Senegal,1993,0.0
6003,113.0,Costa Rica,1993,0.0
6004,114.0,Panama,1993,0.0
6005,115.0,Cote d'Ivoire,1993,0.0
6006,116.0,Eritrea,1993,0.0
6007,117.0,Guyana,1993,0.0
6008,118.0,Bahrain,1993,0.0
6009,119.0,Cambodia,1993,0.0
6010,120.0,Bangladesh,1993,0.0
6011,121.0,Zambia,1993,0.0
6012,122.0,Mozambique,1993,0.0
6013,123.0,FMLN (El Salvador)*,1993,0.0
6014,124.0,Gabon,1993,0.0
6015,125.0,Malawi,1993,0.0
6016,126.0,Libya HoR*,1993,0.0
6017,127.0,Guatemala,1993,0.0
6018,128.0,Mujahedin (Afghanistan)*,1993,0.0
6019,129.0,Seychelles,1993,0.0
6020,130.0,Luxembourg,1993,0.0
6021,131.0,European Union**,1993,0.0
6022,132.0,Niger,1993,0.0
6023,133.0,Albania,1993,0.0
6024,134.0,Bahamas,1993,0.0
6025,135.0,United Nations**,1993,0.0
6026,,Others,1993,0.0
6027,,Total,1993,25727.0
6028,1.0,United States,1994,11480.0
6029,2.0,Soviet Union,1994,0.0
6030,3.0,Russia,1994,1468.0
6031,4.0,United Kingdom,1994,1522.0
6032,5.0,France,1994,857.0
6033,6.0,Germany,1994,2931.0
6034,7.0,China,1994,1077.0
6035,8.0,Italy,1994,208.0
6036,9.0,Czechoslovakia,1994,0.0
6037,10.0,Netherlands,1994,628.0
6038,11.0,Israel,1994,296.0
6039,12.0,Switzerland,1994,176.0
6040,13.0,Spain,1994,254.0
6041,14.0,Sweden,1994,111.0
6042,15.0,Canada,1994,164.0
6043,16.0,Ukraine,1994,236.0
6044,17.0,Poland,1994,133.0
6045,18.0,South Korea,1994,7.0
6046,19.0,Norway,1994,64.0
6047,20.0,Brazil,1994,54.0
6048,21.0,Australia,1994,36.0
6049,22.0,Belarus,1994,0.0
6050,23.0,Turkiye,1994,0.0
6051,24.0,South Africa,1994,13.0
6052,25.0,North Korea,1994,24.0
6053,26.0,Belgium,1994,39.0
6054,27.0,Czechia,1994,318.0
6055,28.0,Finland,1994,20.0
6056,29.0,Japan,1994,130.0
6057,30.0,Austria,1994,17.0
6058,31.0,Denmark,1994,272.0
6059,32.0,Yugoslavia,1994,0.0
6060,33.0,Libya,1994,3.0
6061,34.0,UAE,1994,0.0
6062,35.0,Jordan,1994,65.0
6063,36.0,Romania,1994,29.0
6064,37.0,Uzbekistan,1994,0.0
6065,38.0,Singapore,1994,30.0
6066,39.0,Egypt,1994,17.0
6067,40.0,unknown supplier(s),1994,53.0
6068,41.0,Bulgaria,1994,55.0
6069,42.0,Iran,1994,0.0
6070,43.0,Slovakia,1994,38.0
6071,44.0,East Germany (GDR),1994,0.0
6072,45.0,India,1994,2.0
6073,46.0,Portugal,1994,0.0
6074,47.0,Indonesia,1994,18.0
6075,48.0,Moldova,1994,36.0
6076,49.0,Syria,1994,0.0
6077,50.0,Ireland,1994,0.0
6078,51.0,Hungary,1994,0.0
6079,52.0,Serbia,1994,0.0
6080,53.0,Pakistan,1994,2.0
6081,54.0,Taiwan,1994,0.0
6082,55.0,Kazakhstan,1994,0.0
6083,56.0,Iraq,1994,0.0
6084,57.0,Greece,1994,18.0
6085,58.0,Kyrgyzstan,1994,0.0
6086,59.0,Georgia,1994,0.0
6087,60.0,Montenegro,1994,0.0
6088,61.0,New Zealand,1994,3.0
6089,62.0,Chile,1994,0.0
6090,63.0,Saudi Arabia,1994,0.0
6091,64.0,Kuwait,1994,0.0
6092,65.0,Argentina,1994,5.0
6093,66.0,Ethiopia,1994,0.0
6094,67.0,Thailand,1994,0.0
6095,68.0,Nicaragua,1994,0.0
6096,69.0,Lithuania,1994,0.0
6097,70.0,Venezuela,1994,0.0
6098,71.0,Qatar,1994,0.0
6099,72.0,Peru,1994,0.0
6100,73.0,Malaysia,1994,0.0
6101,74.0,South Yemen,1994,0.0
6102,75.0,Lebanon,1994,0.0
6103,76.0,Slovenia,1994,0.0
6104,77.0,Cuba,1994,0.0
6105,78.0,Viet Nam,1994,0.0
6106,79.0,Brunei,1994,0.0
6107,80.0,Morocco,1994,0.0
6108,81.0,Cyprus,1994,0.0
6109,82.0,North Macedonia,1994,0.0
6110,83.0,Colombia,1994,0.0
6111,84.0,Bosnia-Herzegovina,1994,0.0
6112,85.0,Ghana,1994,0.0
6113,86.0,DR Congo,1994,0.0
6114,87.0,Chad,1994,0.0
6115,88.0,Oman,1994,0.0
6116,89.0,Latvia,1994,9.0
6117,90.0,Aruba,1994,0.0
6118,91.0,Sudan,1994,0.0
6119,92.0,Malta,1994,0.0
6120,93.0,Estonia,1994,0.0
6121,94.0,Algeria,1994,0.0
6122,95.0,Kenya,1994,0.0
6123,96.0,Nigeria,1994,0.0
6124,97.0,Fiji,1994,0.0
6125,98.0,Croatia,1994,0.0
6126,99.0,Ecuador,1994,0.0
6127,100.0,Sri Lanka,1994,0.0
6128,101.0,Uruguay,1994,0.0
6129,102.0,Iceland,1994,0.0
6130,103.0,Zimbabwe,1994,0.0
6131,104.0,Mexico,1994,0.0
6132,105.0,Philippines,1994,0.0
6133,106.0,Angola,1994,0.0
6134,107.0,Armenia,1994,0.0
6135,108.0,Uganda,1994,0.0
6136,109.0,South Vietnam,1994,0.0
6137,110.0,Dominican Republic,1994,0.0
6138,111.0,North Yemen,1994,0.0
6139,112.0,Senegal,1994,0.0
6140,113.0,Costa Rica,1994,0.0
6141,114.0,Panama,1994,0.0
6142,115.0,Cote d'Ivoire,1994,0.0
6143,116.0,Eritrea,1994,0.0
6144,117.0,Guyana,1994,0.0
6145,118.0,Bahrain,1994,0.0
6146,119.0,Cambodia,1994,0.0
6147,120.0,Bangladesh,1994,0.0
6148,121.0,Zambia,1994,0.0
6149,122.0,Mozambique,1994,0.0
6150,123.0,FMLN (El Salvador)*,1994,0.0
6151,124.0,Gabon,1994,0.0
6152,125.0,Malawi,1994,0.0
6153,126.0,Libya HoR*,1994,0.0
6154,127.0,Guatemala,1994,0.0
6155,128.0,Mujahedin (Afghanistan)*,1994,0.0
6156,129.0,Seychelles,1994,0.0
6157,130.0,Luxembourg,1994,0.0
6158,131.0,European Union**,1994,0.0
6159,132.0,Niger,1994,0.0
6160,133.0,Albania,1994,0.0
6161,134.0,Bahamas,1994,0.0
6162,135.0,United Nations**,1994,0.0
6163,,Others,1994,0.0
6164,,Total,1994,22916.0
6165,1.0,United States,1995,11182.0
6166,2.0,Soviet Union,1995,0.0
6167,3.0,Russia,1995,3799.0
6168,4.0,United Kingdom,1995,1460.0
6169,5.0,France,1995,954.0
6170,6.0,Germany,1995,1552.0
6171,7.0,China,1995,1009.0
6172,8.0,Italy,1995,301.0
6173,9.0,Czechoslovakia,1995,0.0
6174,10.0,Netherlands,1995,458.0
6175,11.0,Israel,1995,154.0
6176,12.0,Switzerland,1995,146.0
6177,13.0,Spain,1995,89.0
6178,14.0,Sweden,1995,226.0
6179,15.0,Canada,1995,254.0
6180,16.0,Ukraine,1995,167.0
6181,17.0,Poland,1995,179.0
6182,18.0,South Korea,1995,27.0
6183,19.0,Norway,1995,21.0
6184,20.0,Brazil,1995,38.0
6185,21.0,Australia,1995,36.0
6186,22.0,Belarus,1995,7.0
6187,23.0,Turkiye,1995,3.0
6188,24.0,South Africa,1995,17.0
6189,25.0,North Korea,1995,41.0
6190,26.0,Belgium,1995,161.0
6191,27.0,Czechia,1995,143.0
6192,28.0,Finland,1995,25.0
6193,29.0,Japan,1995,126.0
6194,30.0,Austria,1995,0.0
6195,31.0,Denmark,1995,16.0
6196,32.0,Yugoslavia,1995,0.0
6197,33.0,Libya,1995,0.0
6198,34.0,UAE,1995,28.0
6199,35.0,Jordan,1995,0.0
6200,36.0,Romania,1995,9.0
6201,37.0,Uzbekistan,1995,0.0
6202,38.0,Singapore,1995,0.0
6203,39.0,Egypt,1995,12.0
6204,40.0,unknown supplier(s),1995,1.0
6205,41.0,Bulgaria,1995,1.0
6206,42.0,Iran,1995,1.0
6207,43.0,Slovakia,1995,99.0
6208,44.0,East Germany (GDR),1995,0.0
6209,45.0,India,1995,2.0
6210,46.0,Portugal,1995,0.0
6211,47.0,Indonesia,1995,27.0
6212,48.0,Moldova,1995,0.0
6213,49.0,Syria,1995,0.0
6214,50.0,Ireland,1995,0.0
6215,51.0,Hungary,1995,6.0
6216,52.0,Serbia,1995,0.0
6217,53.0,Pakistan,1995,0.0
6218,54.0,Taiwan,1995,0.0
6219,55.0,Kazakhstan,1995,13.0
6220,56.0,Iraq,1995,0.0
6221,57.0,Greece,1995,0.0
6222,58.0,Kyrgyzstan,1995,57.0
6223,59.0,Georgia,1995,0.0
6224,60.0,Montenegro,1995,0.0
6225,61.0,New Zealand,1995,0.0
6226,62.0,Chile,1995,0.0
6227,63.0,Saudi Arabia,1995,0.0
6228,64.0,Kuwait,1995,0.0
6229,65.0,Argentina,1995,5.0
6230,66.0,Ethiopia,1995,0.0
6231,67.0,Thailand,1995,0.0
6232,68.0,Nicaragua,1995,5.0
6233,69.0,Lithuania,1995,0.0
6234,70.0,Venezuela,1995,0.0
6235,71.0,Qatar,1995,0.0
6236,72.0,Peru,1995,0.0
