,Country Name,Country Code,Series Name,Series Code,Year,GDP
6568,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1983,8567890825.39512
6569,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6570,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1983,1123084823.07278
6571,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1983,50973526900.0854
6572,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1983,559869179791.72
6573,French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1983,1284180702.78595
6574,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1983,3391275731.31834
6575,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1983,213448615.748728
6576,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6577,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1983,770684323247.798
6578,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1983,4057275042.82903
6579,Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6580,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1983,49428873839.0093
6581,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1983,416184086.23097
6582,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1983,131803552.222222
6583,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6584,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1983,9050000409.05
6585,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6586,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1983,163577538.326314
6587,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1983,489333333.496444
6588,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1983,1623600000.32472
6589,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1983,4476697184.85
6590,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1983,29907228556.6964
6591,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6592,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1983,2765954047.08824
6593,India,IND,GDP (current US$),NY.GDP.MKTP.CD,1983,218262154670.612
6594,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1983,81052283404.2179
6595,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1983,156365156618.241
6596,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1983,40712903225.8064
6597,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1983,20766047763.5314
6598,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6599,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6600,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1983,443042373788.883
6601,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1983,3619261342.79358
6602,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1983,1243323766554.87
6603,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1983,4920689945.72999
6604,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6605,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1983,5979198463.82274
6606,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1983,37837326.5510205
6607,"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6608,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1983,87760360941.0248
6609,Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6610,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1983,20871105019.9711
6611,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6612,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6613,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6614,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6615,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1983,386699308.945943
6616,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6617,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6618,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1983,524023708.331749
6619,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6620,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1983,4524217751.47929
6621,"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1983,1133013285.79953
6622,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1983,4686457013.0813
6623,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1983,1780147545.95853
6624,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1983,30347442121.8264
6625,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1983,57829787.2422454
6626,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1983,1297765325.81885
6627,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1983,1165771369.00625
6628,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1983,41749000
6629,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1983,1165171334.26275
6630,Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1983,1090276947.31304
6631,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1983,156167542258.06
6632,"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1983,106500000
6633,Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6634,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1983,1092551781.01486
6635,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1983,2725736633.33333
6636,Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6637,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1983,16251407368.0967
6638,Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6639,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1983,1427209835.80133
6640,Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1983,2297400688.06602
6641,Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6642,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1983,2447174803.54051
6643,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1983,153445465987.182
6644,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1983,823857894.302675
6645,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1983,24308680631.4307
6646,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1983,2753100057.78802
6647,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1983,1803099561.08393
6648,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1983,97094911792.0489
6649,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6650,Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6651,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1983,61627522382.596
6652,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1983,7932541713.75953
6653,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1983,28691889763.7795
6654,Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6655,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1983,5923755900
6656,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1983,2562352064.85594
6657,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1983,5673248726.16438
6658,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1983,17345260564.4824
6659,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1983,37759181029.9732
6660,Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6661,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1983,27239650741.9472
6662,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1983,17276600000
6663,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1983,6467582309.46912
6664,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6665,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6666,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1983,1479687583.13507
6667,Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1983,111862823.574979
6668,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6669,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6670,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1983,129171602025.147
6671,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1983,3569356124.7009
6672,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6673,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1983,156098244.669095
6674,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1983,995104199.784208
6675,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1983,17784112149.5327
6676,Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6677,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6678,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6679,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1983,181220349.804067
6680,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1983,733901365.935354
6681,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1983,96204110963.155
6682,South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6683,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1983,170951185614.849
6684,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1983,5167913302.16745
6685,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1983,86874074.0740741
6686,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1983,197037037.037037
6687,St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6688,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1983,122255349.62963
6689,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1983,8230153846.15385
6690,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1983,883500000
6691,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1983,105014242541.029
6692,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1983,114632083163.394
6693,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1983,18672866246.7956
6694,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6695,Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6696,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1983,40042798315.2734
6697,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6698,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1983,1040589483.74195
6699,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1983,60863963.963964
6700,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1983,7763750003.2349
6701,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1983,8350586859.97354
6702,Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1983,61678257318.3004
6703,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6704,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6705,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6706,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1983,2240333333.33333
6707,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6708,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1983,42803323356.7974
6709,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1983,489599764279.816
6710,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1983,3634038000000
6711,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1983,5102276308.45313
6712,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6713,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1983,117389554.191406
6714,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1983,67556279069.7674
6715,Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6716,Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6717,West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6718,"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6719,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1983,3321048451.15171
6720,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1983,7764067000
6721,Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1983,175564912386.053
6722,Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1983,138384182006.548
6723,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1983,418462069813.764
6724,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1983,16735543669.6243
6725,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6726,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1983,1429300176950.8
6727,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1983,2087904294838.24
6728,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1983,443837445351.947
6729,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1983,443283114260.859
6730,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1983,2431611024346.65
6731,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1983,3827325614602.15
6732,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6733,Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6734,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1983,2701887926641.8
6735,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1983,396969411755.862
6736,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1983,103238056408.208
6737,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1983,9307274823050.03
6738,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1983,2452321862781.73
6739,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1983,2779448084203.33
6740,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1983,168564486625.026
6741,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1983,148794901041.192
6742,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1983,319870919535.744
6743,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1983,1279910481204.36
6744,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1983,726344898907.75
6745,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1983,595353311198.79
6746,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1983,680609173310.114
6747,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1983,107374274962.509
6748,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1983,2600394883336.1
6749,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1983,80808247585.4448
6750,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1983,796475352892.602
6751,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1983,625718271828.566
6752,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1983,344207728574.366
6753,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1983,341135380443.953
6754,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1983,2520772212451.61
6755,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1983,3976790396303.07
6756,Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1983,..
6757,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1983,9158864455518.78
6758,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1983,33626483058.6808
6759,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1983,1877614434.11896
6760,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1983,8926201078130.69
6761,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1983,232587271032.748
6762,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1983,52658286980.5759
6763,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1983,273951368607.722
6764,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1983,273951368607.722
6765,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1983,314844448352.916
6766,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1983,314695230286.82
6767,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1983,314844448352.916
6768,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1983,1695520751625.61
6769,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1983,11840481044980.5
6770,0,0,0,0,1983,0
6771,0,0,0,0,1983,0
6772,0,0,0,0,1983,0
6773,0,0,Data from database: World Development Indicators,0,1983,0
6774,0,0,Last Updated: 10/26/2023,0,1983,0
6775,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6776,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1984,1857338011.85488
6777,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1984,53698548297.5643
6778,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6779,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1984,330073057.021977
6780,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1984,6131475065.17815
6781,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1984,208372846.296296
6782,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1984,116915052107.031
6783,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6784,Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6785,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1984,193517245510.16
6786,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1984,67985344886.8716
6787,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6788,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1984,2041100000
6789,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1984,3905585110.71098
6790,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1984,18920840000
6791,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1984,1346890071.09829
6792,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6793,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1984,83349530159.1734
6794,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1984,214381949.02
6795,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1984,1051134009.29975
6796,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1984,985699968
6797,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1984,160423489.265816
6798,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1984,6169483188.83417
6799,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6800,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1984,1240821849.27576
6801,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1984,188339974086.58
6802,British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6803,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1984,3782552643.47893
6804,Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1984,17594944444.4444
6805,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1984,1459880132.84934
6806,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1984,987143931.166987
6807,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1984,132019039.110872
6808,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6809,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1984,7311938029.91455
6810,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1984,356727872422.408
6811,Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6812,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1984,637820670.609046
6813,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1984,919103735.322904
6814,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6815,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1984,19623025627.1737
6816,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1984,259946510957.143
6817,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1984,38253120737.9671
6818,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1984,184697225.619057
6819,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1984,7857729193.20343
6820,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1984,2193581366.40722
6821,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1984,3660477828.85798
6822,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1984,6841639250.21886
6823,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6824,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1984,24039383608.4235
6825,Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6826,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1984,2278248953.14058
6827,Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6828,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1984,59105284414.6403
6829,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6830,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1984,109157070.740741
6831,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1984,11594000004.8308
6832,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1984,16912515183.2783
6833,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1984,33971188991.6147
6834,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1984,3661683400
6835,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1984,50320914.4065688
6836,Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6837,Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6838,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1984,494483241.372298
6839,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1984,8096302370.73509
6840,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6841,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1984,1178001041.34242
6842,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1984,52888800949.7428
6843,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1984,530683779929.445
6844,French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1984,1325515441.97513
6845,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1984,3561451562.23569
6846,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1984,177340879.462617
6847,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6848,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1984,725111123634.115
6849,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1984,4412279843.44423
6850,Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6851,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1984,48020024183.7969
6852,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1984,379371913.715958
6853,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1984,145533310.740741
6854,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6855,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1984,9470000103.94584
6856,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6857,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1984,138478900.628609
6858,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1984,437631605.263158
6859,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1984,1816200000.24216
6860,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1984,4915311846.5
6861,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1984,33511383985.6741
6862,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6863,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1984,2864437621.66064
6864,India,IND,GDP (current US$),NY.GDP.MKTP.CD,1984,212157639237.202
6865,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1984,84853699994.5677
6866,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1984,162276728619.519
6867,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1984,46938387096.7742
6868,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1984,20106648454.8404
6869,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6870,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1984,..
6871,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1984,437887689001.543
6872,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1984,2373564449.31052
6873,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1984,1318381627007.46
